Datum,Prometni_dogodki
2022-01-01 06:00:00,"LOKACIJA: vzhodna mariborska obvoznica, med razcepom Dragučova in priključkom Pesnica | SMER: v obe smeri | TIP: delo
"
2022-01-07 20:00:00,"LOKACIJA: primorska avtocesta, med Vrhniko in Logatcem | SMER: proti Kopru | TIP: pokvarjeno vozilo
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
"
2022-01-08 06:00:00,"LOKACIJA: vzhodna mariborska obvoznica, med razcepom Dragučova in priključkom Pesnica | SMER: v obe smeri | TIP: delo
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: povečan promet
"
2022-01-08 06:30:00,"LOKACIJA: vzhodna mariborska obvoznica, med razcepom Dragučova in priključkom Pesnica | SMER: v obe smeri | TIP: delo
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora ceste
"
2022-01-08 07:00:00,"LOKACIJA: vzhodna mariborska obvoznica, med razcepom Dragučova in priključkom Pesnica | SMER: v obe smeri | TIP: delo
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: povečan promet
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
"
2022-01-08 08:00:00,"LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora ceste
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: povečan promet
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
"
2022-01-08 08:30:00,"LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora ceste
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Slovenska vas | SMER: vstop | TIP: čakanje
"
2022-01-08 09:00:00,"LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora ceste
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Slovenska vas | SMER: vstop | TIP: čakanje
"
2022-01-08 09:30:00,"LOKACIJA: dolenjska avtocesta, med izvozom in uvozom Dobruška vas | SMER: proti Obrežju | TIP: oviran promet
LOKACIJA: obalna hitra cesta, predor Markovec | SMER: proti Portorožu | TIP: oviran promet
LOKACIJA: gorenjska avtocesta, izvoz Radovljica | SMER: proti Karavankam | TIP: oviran promet
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Slovenska vas | SMER: vstop | TIP: čakanje
"
2022-01-08 10:00:00,"LOKACIJA: dolenjska avtocesta, med izvozom in uvozom Dobruška vas | SMER: proti Obrežju | TIP: oviran promet
LOKACIJA: obalna hitra cesta, predor Markovec | SMER: proti Portorožu | TIP: pokvarjeno vozilo
LOKACIJA: gorenjska avtocesta, izvoz Radovljica | SMER: proti Karavankam | TIP: oviran promet
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Slovenska vas | SMER: vstop | TIP: čakanje
"
2022-01-08 10:30:00,"LOKACIJA: obalna hitra cesta, predor Markovec | SMER: proti Portorožu | TIP: pokvarjeno vozilo
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Slovenska vas | SMER: vstop | TIP: čakanje
"
2022-01-08 11:00:00,"LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora ceste
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Slovenska vas | SMER: vstop | TIP: čakanje
"
2022-01-08 11:30:00,"LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora ceste
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Slovenska vas | SMER: vstop | TIP: čakanje
"
2022-01-08 12:00:00,"LOKACIJA: gorenjska avtocesta, med priključkoma Naklo in Kranj-zahod | SMER: proti Ljubljani | TIP: pokvarjeno vozilo
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Slovenska vas | SMER: vstop | TIP: čakanje
"
2022-01-08 12:30:00,"LOKACIJA: primorska avtocesta, med počivališčem Ravne in predorom Kastelec | SMER: proti Kopru | TIP: oviran promet
LOKACIJA: štajerska avtocesta, pred izvozom Celje - center | SMER: proti Mariboru | TIP: oviran promet
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Slovenska vas | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Metlika | SMER: vstop | TIP: čakanje
"
2022-01-08 13:00:00,"LOKACIJA: gorenjska avtocesta, med priključkom Naklo in predorom Tržiška Bistrica | SMER: proti Karavankam | TIP: oviran promet
LOKACIJA: štajerska avtocesta, pred izvozom Celje-center | SMER: proti Mariboru | TIP: oviran promet
LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Slovenska vas | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Metlika | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
"
2022-01-08 13:30:00,"LOKACIJA: hitra cesta skozi Maribor, nadvoz Melje | SMER: proti Šentilju | TIP: delo
LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Slovenska vas | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Metlika | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
"
2022-01-08 14:00:00,"LOKACIJA: hitra cesta skozi Maribor, nadvoz Melje | SMER: proti Šentilju | TIP: delo
LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Slovenska vas | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Metlika | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Rigonce | SMER: vstop | TIP: čakanje
"
2022-01-08 14:30:00,"LOKACIJA: hitra cesta skozi Maribor, nadvoz Melje | SMER: proti Šentilju | TIP: delo
LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Slovenska vas | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Metlika | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Rigonce | SMER: vstop | TIP: čakanje
"
2022-01-08 15:30:00,"LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: vzhodna mariborska obvoznica, med razcepom Dragučova in priključkom Pesnica | SMER: v obe smeri | TIP: delo
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Slovenska vas | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Metlika | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Rigonce | SMER: vstop | TIP: čakanje
"
2022-01-08 15:30:00,"LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: dolenjska avtocesta, med priključkoma Obrežje in Brežice | SMER: proti Ljubljani | TIP: pokvarjeno vozilo
LOKACIJA: vzhodna mariborska obvoznica, med razcepom Dragučova in priključkom Pesnica | SMER: v obe smeri | TIP: delo
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Slovenska vas | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Metlika | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Rigonce | SMER: vstop | TIP: čakanje
"
2022-01-08 17:00:00,"LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: vzhodna mariborska obvoznica, med razcepom Dragučova in priključkom Pesnica | SMER: v obe smeri | TIP: delo
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Slovenska vas | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Metlika | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Rigonce | SMER: vstop | TIP: čakanje
"
2022-01-08 17:30:00,"LOKACIJA: dolenjska avtocesta, pri priključku Drnovo | SMER: proti Obrežju | TIP: pokvarjeno vozilo
LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Slovenska vas | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Metlika | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Rigonce | SMER: vstop | TIP: čakanje
"
2022-01-08 18:00:00,"LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: vzhodna mariborska obvoznica, med razcepom Dragučova in priključkom Pesnica | SMER: v obe smeri | TIP: delo
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Slovenska vas | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Metlika | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Rigonce | SMER: vstop | TIP: čakanje
"
2022-01-08 18:30:00,"LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: vzhodna mariborska obvoznica, med razcepom Dragučova in priključkom Pesnica | SMER: v obe smeri | TIP: delo
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Slovenska vas | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Metlika | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Rigonce | SMER: vstop | TIP: čakanje
"
2022-01-08 20:00:00,"LOKACIJA: štajerska avtocesta, med Dramljami in predorom Pletovarje | SMER: proti Mariboru | TIP: delo
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora ceste
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Slovenska vas | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Rigonce | SMER: vstop | TIP: čakanje
"
2022-01-09 06:00:00,"LOKACIJA: vzhodna mariborska obvoznica, med razcepom Dragučova in priključkom Pesnica | SMER: v obe smeri | TIP: delo
LOKACIJA: cesta Lipnica-Kropa-Železniki, Lajše-Rudno | SMER: - | TIP: zapora ceste
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
"
2022-01-09 06:30:00,"LOKACIJA: podravska avtocesta, med priključkom Lancova vas in razcepom Draženci | SMER: proti Mariboru | TIP: pokvarjeno vozilo
LOKACIJA: cesta Lipnica-Kropa-Železniki, Lajše-Rudno | SMER: - | TIP: zapora ceste
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
"
2022-01-09 07:00:00,"LOKACIJA: vzhodna mariborska obvoznica, med razcepom Dragučova in priključkom Pesnica | SMER: v obe smeri | TIP: delo
LOKACIJA: cesta Lipnica-Kropa-Železniki, Lajše-Rudno | SMER: - | TIP: zapora ceste
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora ceste
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
"
2022-01-09 08:00:00,"LOKACIJA: vzhodna mariborska obvoznica, med razcepom Dragučova in priključkom Pesnica | SMER: v obe smeri | TIP: delo
LOKACIJA: cesta Lipnica-Kropa-Železniki, Lajše-Rudno | SMER: - | TIP: zapora ceste
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
"
2022-01-09 08:30:00,"LOKACIJA: predor Karavanke | SMER: proti Avstriji | TIP: zapora
LOKACIJA: - | SMER: - | TIP: omejitev prometa
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
"
2022-01-09 09:00:00,"LOKACIJA: cesta Lipnica-Kropa-Železniki, Lajše-Rudno | SMER: - | TIP: zapora ceste
LOKACIJA: - | SMER: - | TIP: omejitev prometa
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
"
2022-01-09 09:30:00,"LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: cesta Lipnica-Kropa-Železniki, Lajše-Rudno | SMER: - | TIP: zapora ceste
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
"
2022-01-09 10:00:00,"LOKACIJA: vzhodna mariborska obvoznica, med razcepom Dragučova in priključkom Pesnica | SMER: v obe smeri | TIP: delo
LOKACIJA: cesta Lipnica-Kropa-Železniki, Lajše-Rudno | SMER: - | TIP: zapora ceste
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zgornji Leskovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
"
2022-01-09 10:30:00,"LOKACIJA: cesta Lipnica-Kropa-Železniki, Lajše-Rudno | SMER: - | TIP: zapora ceste
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zgornji Leskovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
"
2022-01-09 11:00:00,"LOKACIJA: štajerska avtocesta, med Dramljami in predorom Pletovarje | SMER: proti Mariboru | TIP: pokvarjeno vozilo
LOKACIJA: cesta Lipnica-Kropa-Železniki, Lajše-Rudno | SMER: - | TIP: zapora ceste
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Središče ob Dravi | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zgornji Leskovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
"
2022-01-09 11:30:00,"LOKACIJA: štajerska avtocesta, med priključkoma Slovenska Bistrica-sever in -jug | SMER: proti Ljubljani | TIP: oviran promet
LOKACIJA: cesta Lipnica-Kropa-Železniki, Lajše-Rudno | SMER: - | TIP: zapora ceste
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zgornji Leskovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Ormož | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Središče ob Dravi | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
"
2022-01-09 12:00:00,"LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: cesta Lipnica-Kropa-Železniki, Lajše-Rudno | SMER: - | TIP: zapora ceste
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zgornji Leskovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Ormož | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Središče ob Dravi | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
"
2022-01-09 12:30:00,"LOKACIJA: štajerska avtocesta, med Šentrupertom in Vranskim | SMER: proti Ljubljani | TIP: pokvarjeno vozilo
LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zgornji Leskovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Ormož | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
"
2022-01-09 13:00:00,"LOKACIJA: štajerska avtocesta, med Šentrupertom in Vranskim | SMER: proti Ljubljani | TIP: oviran promet
LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zgornji Leskovec | SMER: vstop | TIP: čakanje
"
2022-01-09 13:30:00,"LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: cesta Lipnica-Kropa-Železniki, Lajše-Rudno | SMER: - | TIP: zapora ceste
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zgornji Leskovec | SMER: vstop | TIP: čakanje
"
2022-01-09 14:00:00,"LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zgornji Leskovec | SMER: vstop | TIP: čakanje
"
2022-01-09 14:30:00,"LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: mejni prehod Ormož | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zgornji Leskovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
"
2022-01-09 15:30:00,"LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: vzhodna mariborska obvoznica, med razcepom Dragučova in priključkom Pesnica | SMER: v obe smeri | TIP: delo
LOKACIJA: mejni prehod Ormož | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zgornji Leskovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
"
2022-01-09 17:00:00,"LOKACIJA: primorska avtocesta, pred priključkom Brezovica | SMER: proti Ljubljani | TIP: prometna nesreča
LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: mejni prehod Ormož | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zgornji Leskovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
"
2022-01-09 17:30:00,"LOKACIJA: primorska avtocesta, med priključkom Brezovica in razcepom Kozarje | SMER: proti Ljubljani | TIP: prometna nesreča
LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: mejni prehod Ormož | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zgornji Leskovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
"
2022-01-09 18:00:00,"LOKACIJA: primorska avtocesta, med priključkom Brezovica in razcepom Kozarje | SMER: proti Ljubljani | TIP: prometna nesreča
LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: mejni prehod Ormož | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Starod | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zgornji Leskovec | SMER: vstop | TIP: čakanje
"
2022-01-09 18:30:00,"LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: vzhodna mariborska obvoznica, med razcepom Dragučova in priključkom Pesnica | SMER: v obe smeri | TIP: delo
LOKACIJA: mejni prehod Ormož | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zavrč | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Dobovec | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Starod | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Zgornji Leskovec | SMER: vstop | TIP: čakanje
"
2022-01-09 20:00:00,"LOKACIJA: pred mejnim prehodom Šentilj | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora ceste
LOKACIJA: mejni prehod Ormož | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
